verb,noun,tag,confidence
unfold,association,L,0.1
unfold,agency,L,0.1
unfold,trust,L,0.1
unfold,bread,L,0.1
unfold,fruit,L,0.1
unfold,product,L,0.1
unfold,april,L,0.1
unfold,household,L,0.1
unfold,ball,L,0.1
unfold,tale,L,0.1
unfold,combination,L,0.1
unfold,cream,L,0.1
unfold,arrow,L,0.1
unfold,kick,L,0.1
unfold,prize,L,0.1
unfold,alcohol,L,0.1
unfold,fibre,L,0.1
unfold,unit,L,0.1
unfold,chemical,L,0.1
unfold,division,L,0.1
unfold,pair,L,0.1
unfold,portrait,L,0.1
unfold,prison,L,0.1
unfold,airport,L,0.1
unfold,band,L,0.1
unfold,camp,L,0.1
unfold,shot,L,0.1
unfold,print,L,0.1
unfold,refusal,L,0.1
unfold,absence,L,0.1
unfold,fact,L,0.1
unfold,joseph,L,0.1
unfold,craft,L,0.1
unfold,entrance,L,0.1
unfold,tour,L,0.1
unfold,ride,L,0.1
unfold,visit,L,0.1
unfold,terrace,L,0.1
unfold,landing,L,0.1
unfold,ship,L,0.1
unfold,side,L,0.1
unfold,george,L,0.1
unfold,spell,L,0.1
unfold,left,L,0.1
unfold,corner,L,0.1
unfold,middle,L,0.1
unfold,plane,L,0.1
unfold,carrier,L,0.1
unfold,boat,L,0.1
unfold,doorway,L,0.1
unfold,helicopter,L,0.1
unfold,fellow,L,0.1
unfold,sugar,L,0.1
unfold,auditor,L,0.1
unfold,justice,L,0.1
unfold,servant,L,0.1
unfold,consultant,L,0.1
unfold,adviser,L,0.1
unfold,trustee,L,0.1
unfold,tear,L,0.1
unfold,sweat,L,0.1
unfold,substance,L,0.1
unfold,paint,L,0.1
unfold,water,L,0.1
unfold,juice,L,0.1
unfold,punch,L,0.1
unfold,bullet,L,0.1
unfold,stroke,L,0.1
unfold,salt,L,0.1
unfold,dose,L,0.1
unfold,ingredient,L,0.1
unfold,blood,L,0.1
unfold,vessel,L,0.1
unfold,threat,L,0.1
unfold,crisis,L,0.1
unfold,influence,L,0.1
unfold,variable,L,0.1
unfold,component,L,0.1
unfold,discretion,L,0.1
unfold,control,L,0.1
unfold,training,L,0.1
unfold,element,L,0.1
unfold,teaching,L,0.1
unfold,front,L,0.1
unfold,power,L,0.1
unfold,gaze,L,0.1
unfold,challenge,L,0.1
unfold,danger,L,0.1
unfold,barrier,L,0.1
unfold,difficulty,L,0.1
unfold,delivery,L,0.1
unfold,mechanism,L,0.1
unfold,corp,L,0.1
unfold,jurisdiction,L,0.1
unfold,platform,L,0.1
unfold,circle,L,0.1
unfold,edge,L,0.1
unfold,christ,L,0.1
unfold,problem,L,0.1
unfold,obstacle,L,0.1
unfold,aircraft,L,0.1
unfold,flag,L,0.1
unfold,park,L,0.1
unfold,square,L,0.1
unfold,dilemma,L,0.1
unfold,glance,L,0.1
unfold,assumption,L,0.1
unfold,factor,L,0.1
unfold,argument,L,0.1
unfold,japan,L,0.1
unfold,country,L,0.1
unfold,germany,L,0.1
unfold,second,L,0.1
unfold,commissioner,L,0.1
unfold,clerk,L,0.1
unfold,look,L,0.1
unfold,agent,L,0.1
unfold,organization,L,0.1
unfold,possession,L,0.1
unfold,title,L,0.1
unfold,district,L,0.1
unfold,site,L,0.1
unfold,result,L,0.1
unfold,coach,L,0.1
unfold,pulse,L,0.1
unfold,mouth,L,0.1
unfold,tooth,L,0.1
unfold,heart,L,0.1
unfold,taxi,L,0.1
unfold,throat,L,0.1
unfold,nerve,L,0.1
unfold,lorry,L,0.1
unfold,truck,L,0.1
unfold,train,L,0.1
unfold,muscle,L,0.1
unfold,flesh,L,0.1
unfold,boundary,L,0.1
unfold,area,L,0.1
unfold,skin,L,0.1
unfold,location,L,0.1
unfold,debate,L,0.1
unfold,exchange,L,0.1
unfold,engineer,L,0.1
unfold,accountant,L,0.1
unfold,finding,L,0.1
unfold,century,L,0.1
unfold,succession,L,0.1
unfold,directive,L,1.0
unfold,stage,L,0.1
unfold,generation,L,0.1
unfold,consultation,L,0.1
unfold,statute,L,1.0
unfold,decade,L,0.1
unfold,phase,L,0.1
unfold,interval,L,0.1
unfold,future,L,0.1
unfold,consideration,L,0.1
unfold,walk,L,0.1
unfold,figure,L,0.1
unfold,measurement,L,0.1
unfold,resolution,L,1.0
unfold,designer,L,0.1
unfold,vehicle,L,0.1
unfold,sphere,L,0.1
unfold,rise,L,0.1
unfold,finger,L,0.1
unfold,change,L,0.1
unfold,improvement,L,0.1
unfold,comparison,L,0.1
unfold,observation,L,0.1
unfold,capacity,L,0.1
unfold,invasion,L,0.1
unfold,increase,L,0.1
unfold,assault,L,0.1
unfold,talent,L,0.1
unfold,executive,L,0.1
unfold,raid,L,0.1
unfold,action,L,0.1
unfold,protest,L,0.1
unfold,revolution,L,0.1
unfold,minister,L,0.1
unfold,contradiction,L,0.1
unfold,attempt,L,0.1
unfold,region,L,0.1
unfold,distinction,L,0.1
unfold,reduction,L,0.1
unfold,bike,L,0.1
unfold,carriage,L,0.1
unfold,period,L,0.1
unfold,quarter,L,0.1
unfold,lifetime,L,0.1
unfold,newspaper,L,0.1
unfold,minimum,L,0.1
unfold,dialogue,L,0.1
unfold,shift,L,0.1
unfold,editor,L,0.1
unfold,edition,L,0.1
unfold,stair,L,0.1
unfold,slope,L,0.1
unfold,downstairs,L,0.1
unfold,equivalent,L,0.1
unfold,phenomenon,L,0.1
unfold,forward,L,0.1
unfold,east,L,0.1
unfold,chairman,L,0.1
unfold,specialist,L,0.1
unfold,evidence,L,0.1
unfold,statistics,L,0.1
unfold,spokesman,L,0.1
unfold,advantage,L,0.1
unfold,savings,L,0.1
unfold,zone,L,0.1
unfold,kinnock,L,0.1
unfold,north,L,0.1
unfold,major,L,0.1
unfold,thatcher,L,0.1
unfold,contact,L,0.1
unfold,chancellor,L,0.1
unfold,volume,L,0.1
unfold,gain,L,0.1
unfold,majority,L,0.1
unfold,clarke,L,0.1
unfold,gorbachev,L,0.1
unfold,bush,L,0.1
unfold,clinton,L,0.1
unfold,stability,L,0.1
unfold,baker,L,0.1
unfold,efficiency,L,0.1
unfold,friendship,L,0.1
unfold,benefit,L,0.1
unfold,practitioner,L,0.1
unfold,solicitor,L,0.1
unfold,expert,L,0.1
unfold,doctor,L,0.1
unfold,lawyer,L,0.1
unfold,thumb,L,0.1
unfold,nail,L,0.1
unfold,hand,L,0.1
unfold,ford,L,0.1
unfold,professional,L,0.1
unfold,proportion,L,0.1
unfold,amount,L,0.1
unfold,ladder,L,0.1
unfold,ridge,L,0.1
unfold,cliff,L,0.1
unfold,mountain,L,0.1
unfold,step,L,0.1
unfold,hill,L,0.1
unfold,architect,L,0.1
unfold,security,L,0.1
unfold,prospects,L,0.1
unfold,south,L,0.1
unfold,number,L,0.1
unfold,percentage,L,0.1
unfold,index,L,0.1
unfold,motion,L,1.0
unfold,population,L,0.1
unfold,value,L,0.1
unfold,legislation,L,1.0
unfold,amendment,L,1.0
unfold,safety,L,0.1
unfold,bill,L,1.0
unfold,constitution,L,1.0
unfold,clause,L,1.0
unfold,nurse,L,0.1
unfold,talk,L,0.1
unfold,discussion,L,0.1
unfold,negotiation,L,0.1
unfold,conversation,L,0.1
unfold,calculation,L,0.1
unfold,regulation,L,1.0
unfold,poetry,L,0.1
unfold,novel,L,0.1
unfold,bible,L,0.1
unfold,west,L,0.1
unfold,health,L,0.1
unfold,reward,L,0.1
unfold,speech,L,0.1
unfold,poem,L,0.1
unfold,welfare,L,0.1
unfold,verse,L,0.1
unfold,lesson,L,0.1
unfold,prayer,L,0.1
unfold,fraction,L,0.1
unfold,links,L,0.1
unfold,link,L,0.1
unfold,relationship,L,0.1
unfold,total,L,0.1
unfold,script,L,0.1
unfold,dance,L,0.1
unfold,lecture,L,0.1
unfold,average,L,0.1
unfold,survival,L,0.1
unfold,governor,L,0.1
unfold,crown,L,0.1
unfold,introduction,L,0.1
unfold,paper,L,0.1
unfold,bomb,L,0.1
unfold,resignation,L,0.1
unfold,hitler,L,0.1
unfold,artist,L,0.1
unfold,host,L,0.1
unfold,domain,L,0.1
unfold,field,L,0.1
unfold,pope,L,0.1
unfold,shell,L,0.1
unfold,witness,L,0.1
unfold,lock,L,0.1
unfold,rejection,L,0.1
unfold,release,L,0.1
unfold,personality,L,0.1
unfold,mystery,L,0.1
unfold,tank,L,0.1
unfold,circuit,L,0.1
unfold,joint,L,0.1
unfold,tube,L,0.1
unfold,filter,L,0.1
unfold,appointment,L,0.1
unfold,removal,L,0.1
unfold,literature,L,0.1
unfold,religion,L,0.1
unfold,medicine,L,0.1
unfold,nature,L,0.1
unfold,distribution,L,0.1
unfold,content,L,0.1
unfold,season,L,0.1
unfold,missile,L,0.1
unfold,return,L,0.1
unfold,blow,L,0.1
unfold,character,L,0.1
unfold,concentration,L,0.1
unfold,size,L,0.1
unfold,language,L,0.1
unfold,science,L,0.1
unfold,discovery,L,0.1
unfold,replacement,L,0.1
unfold,withdrawal,L,0.1
unfold,structure,L,0.1
unfold,discipline,L,0.1
unfold,battery,L,0.1
unfold,device,L,0.1
unfold,assistance,L,0.1
unfold,support,L,0.1
unfold,coin,L,0.1
unfold,envelope,L,0.1
unfold,disc,L,0.1
unfold,guidance,L,0.1
unfold,help,L,0.1
unfold,territory,L,0.1
unfold,curriculum,L,0.1
unfold,province,L,0.1
unfold,culture,L,0.1
unfold,ratio,L,0.1
unfold,frequency,L,0.1
unfold,trouble,L,0.1
unfold,rumour,L,0.1
unfold,publicity,L,0.1
unfold,uncertainty,L,0.1
unfold,gold,L,0.1
unfold,advice,L,0.1
unfold,engine,L,0.1
unfold,english,L,0.1
unfold,response,L,0.1
unfold,disk,L,0.1
unfold,furniture,L,0.1
unfold,machine,L,0.1
unfold,mine,L,0.1
unfold,seal,L,0.1
unfold,equipment,L,0.1
unfold,machinery,L,0.1
unfold,media,L,0.1
unfold,behaviour,L,0.1
unfold,wheel,L,0.1
unfold,slide,L,0.1
unfold,coat,L,0.1
unfold,shirt,L,0.1
unfold,boot,L,0.1
unfold,shoe,L,0.1
unfold,glove,L,0.1
unfold,jacket,L,0.1
unfold,writing,L,0.1
unfold,motor,L,0.1
unfold,discourse,L,0.1
unfold,perception,L,0.1
unfold,composition,L,0.1
unfold,demand,L,0.1
unfold,need,L,0.1
unfold,ability,L,0.1
unfold,requirement,L,0.1
unfold,objective,L,0.1
unfold,capability,L,0.1
unfold,analyst,L,0.1
unfold,critic,L,0.1
unfold,priority,L,0.1
unfold,commentator,L,0.1
unfold,historian,L,0.1
unfold,observer,L,0.1
unfold,damages,L,0.1
unfold,allowance,L,0.1
unfold,array,L,0.1
unfold,payment,L,0.1
unfold,pension,L,0.1
unfold,grant,L,0.1
unfold,scholar,L,0.1
unfold,ambassador,L,0.1
unfold,criterion,L,0.1
unfold,standard,L,0.1
unfold,magazine,L,0.1
unfold,difference,L,0.1
unfold,contrast,L,0.1
unfold,sign,L,0.1
unfold,journal,L,0.1
unfold,times,L,0.1
unfold,variation,L,0.1
unfold,tendency,L,0.1
unfold,agenda,L,0.1
unfold,trend,L,0.1
unfold,compensation,L,0.1
unfold,sensitivity,L,0.1
unfold,director,L,0.1
unfold,commander,L,0.1
unfold,chief,L,0.1
unfold,intelligence,L,0.1
unfold,expectation,L,0.1
unfold,rule,L,0.1
unfold,subsidy,L,0.1
unfold,leader,L,0.1
unfold,quality,L,0.1
unfold,planning,L,0.1
unfold,specification,L,0.1
unfold,code,L,0.1
unfold,life,L,0.1
unfold,packet,L,0.1
unfold,transport,L,0.1
unfold,thinking,L,0.1
unfold,insider,L,0.1
unfold,maintenance,L,0.1
unfold,norm,L,0.1
unfold,accommodation,L,0.1
unfold,affair,L,0.1
unfold,pursuit,L,0.1
unfold,sport,L,0.1
unfold,profession,L,0.1
unfold,occupation,L,0.1
unfold,reading,L,0.1
unfold,trading,L,0.1
unfold,attitude,L,0.1
unfold,career,L,0.1
unfold,guideline,L,0.1
unfold,intervention,L,0.1
unfold,attack,L,0.1
unfold,education,L,0.1
unfold,treatment,L,0.1
unfold,housing,L,0.1
unfold,communication,L,0.1
unfold,trace,L,0.1
unfold,hint,L,0.1
unfold,facility,L,0.1
unfold,protection,L,0.1
unfold,arrest,L,0.1
unfold,closure,L,0.1
unfold,retirement,L,0.1
unfold,joke,L,0.1
unfold,gesture,L,0.1
unfold,plenty,L,0.1
unfold,touch,L,0.1
unfold,care,L,0.1
unfold,service,L,0.1
unfold,secretary,L,0.1
unfold,president,L,0.1
unfold,press,L,0.1
unfold,community,L,0.1
unfold,david,L,0.1
unfold,assessment,L,0.1
unfold,gentleman,L,0.1
unfold,author,L,0.1
unfold,embassy,L,0.1
unfold,office,L,0.1
unfold,fall,L,0.1
unfold,pattern,L,0.1
unfold,clinic,L,0.1
unfold,whilst,L,0.1
unfold,port,L,0.1
unfold,stance,L,0.1
unfold,format,L,0.1
unfold,draft,L,0.1
unfold,helen,L,0.1
unfold,mary,L,0.1
unfold,alice,L,0.1
unfold,caroline,L,0.1
unfold,rhythm,L,0.1
unfold,speaker,L,0.1
unfold,rate,L,0.1
unfold,premium,L,0.1
unfold,soul,L,0.1
unfold,wages,L,0.1
unfold,salary,L,0.1
unfold,rating,L,0.1
unfold,information,L,0.1
unfold,material,L,0.1
unfold,black,L,0.1
unfold,truth,L,0.1
unfold,institution,L,0.1
unfold,cause,L,0.1
unfold,rent,L,0.1
unfold,identity,L,0.1
unfold,meaning,L,0.1
unfold,reality,L,0.1
unfold,origin,L,0.1
unfold,self,L,0.1
unfold,motive,L,0.1
unfold,school,L,0.1
unfold,vein,L,0.1
unfold,popularity,L,0.1
unfold,knowledge,L,0.1
unfold,design,L,0.1
unfold,smoke,L,0.1
unfold,congress,L,0.1
unfold,representative,L,0.1
unfold,cabinet,L,0.1
unfold,shadow,L,0.1
unfold,smell,L,0.1
unfold,sigh,L,0.1
unfold,darkness,L,0.1
unfold,dust,L,0.1
unfold,connection,L,0.1
unfold,william,L,0.1
unfold,prince,L,0.1
unfold,king,L,0.1
unfold,report,L,0.1
unfold,article,L,0.1
unfold,mist,L,0.1
unfold,document,L,0.1
unfold,advertisement,L,0.1
unfold,strength,L,0.1
unfold,ward,L,0.1
unfold,centre,L,0.1
unfold,fortune,L,0.1
unfold,scent,L,0.1
unfold,cloud,L,0.1
unfold,defeat,L,0.1
unfold,million,L,0.1
unfold,dollar,L,0.1
unfold,money,L,0.1
unfold,cash,L,0.1
unfold,balance,L,0.1
unfold,confidence,L,0.1
unfold,reputation,L,0.1
unfold,consciousness,L,0.1
unfold,patrick,L,0.1
unfold,guide,L,0.1
unfold,momentum,L,0.1
unfold,awareness,L,0.1
unfold,boss,L,0.1
unfold,american,L,0.1
unfold,russian,L,0.1
unfold,laura,L,0.1
unfold,treaty,L,0.1
unfold,death,L,0.1
unfold,agreement,L,0.1
unfold,anna,L,0.1
unfold,researcher,L,0.1
unfold,warning,L,0.1
unfold,adam,L,0.1
unfold,voter,L,0.1
unfold,business,L,0.1
unfold,command,L,0.1
unfold,cost,L,0.1
unfold,risk,L,0.1
unfold,invitation,L,0.1
unfold,expense,L,0.1
unfold,signal,L,0.1
unfold,industry,L,0.1
unfold,poet,L,0.1
unfold,comment,L,0.1
unfold,news,L,0.1
unfold,institute,L,0.1
unfold,laboratory,L,0.1
unfold,metal,L,0.1
unfold,market,L,0.1
unfold,economy,L,0.1
unfold,bone,L,0.1
unfold,request,L,0.1
unfold,needle,L,0.1
unfold,kiss,L,0.1
unfold,book,L,0.1
unfold,call,L,0.1
unfold,reply,L,0.1
unfold,statement,L,0.1
unfold,account,L,0.1
unfold,instruction,L,0.1
unfold,expenditure,L,0.1
unfold,message,L,0.1
unfold,french,L,0.1
unfold,offer,L,0.1
unfold,stephen,L,0.1
unfold,trade,L,0.1
unfold,continent,L,0.1
unfold,landscape,L,0.1
unfold,contract,L,0.1
unfold,deal,L,0.1
unfold,german,L,0.1
unfold,scot,L,0.1
unfold,opponent,L,0.1
unfold,farmer,L,0.1
unfold,politician,L,0.1
unfold,convention,L,0.1
unfold,detail,L,0.1
unfold,protocol,L,0.1
unfold,investor,L,0.1
unfold,client,L,0.1
unfold,contents,L,0.1
unfold,datum,L,0.1
unfold,item,L,0.1
unfold,spending,L,0.1
unfold,letter,L,0.1
unfold,ruth,L,0.1
unfold,citizen,N,1.0
unfold,willie,L,0.1
unfold,emission,L,0.1
unfold,budget,L,0.1
unfold,hundred,N,1.0
unfold,miner,N,1.0
unfold,peasant,N,1.0
unfold,refugee,N,1.0
unfold,remark,L,0.1
unfold,isabel,L,0.1
unfold,rachel,L,0.1
unfold,blanche,L,0.1
unfold,sarah,L,0.1
unfold,kate,L,0.1
unfold,youngster,N,1.0
unfold,minority,N,1.0
unfold,resident,N,1.0
unfold,inhabitant,N,1.0
unfold,thousand,N,1.0
unfold,rope,L,0.1
unfold,fleet,L,0.1
unfold,hook,L,0.1
unfold,speed,L,0.1
unfold,direction,L,0.1
unfold,pitch,L,0.1
unfold,height,L,0.1
unfold,gulf,L,0.1
unfold,cluster,L,0.1
unfold,coffin,L,0.1
unfold,ease,L,0.1
unfold,stone,L,0.1
unfold,tile,L,0.1
unfold,fabric,L,0.1
unfold,pound,L,0.1
unfold,penny,L,0.1
unfold,pound,L,0.1
unfold,exercise,L,0.1
unfold,activity,L,0.1
unfold,piece,L,0.1
unfold,margin,L,0.1
unfold,pace,L,0.1
unfold,universe,L,0.1
unfold,mood,L,0.1
unfold,consensus,L,0.1
unfold,sample,L,0.1
unfold,signature,L,0.1
unfold,specimen,L,0.1
unfold,complaint,L,0.1
unfold,case,L,0.1
unfold,suggestion,L,0.1
unfold,partnership,L,0.1
unfold,police,L,0.1
unfold,policeman,L,0.1
unfold,resistance,L,0.1
unfold,alliance,L,0.1
unfold,reporter,L,0.1
unfold,coast,L,0.1
unfold,angle,L,0.1
unfold,channel,L,0.1
unfold,process,L,0.1
unfold,rock,L,0.1
unfold,cable,L,0.1
unfold,custom,L,0.1
unfold,customer,L,0.1
unfold,public,L,0.1
unfold,buyer,L,0.1
unfold,user,L,0.1
unfold,consumer,L,0.1
unfold,reader,L,0.1
unfold,wire,L,0.1
unfold,thread,L,0.1
unfold,presentation,L,0.1
unfold,meeting,L,0.1
unfold,being,L,0.1
unfold,species,L,0.1
unfold,sheep,L,0.1
unfold,animal,L,0.1
unfold,expertise,L,0.1
unfold,insight,L,0.1
unfold,experience,L,0.1
unfold,criticism,L,0.1
unfold,taste,L,0.1
unfold,appeal,L,0.1
unfold,tactic,L,0.1
unfold,conception,L,0.1
unfold,view,L,0.1
unfold,manager,L,0.1
unfold,personnel,L,0.1
unfold,deputy,L,0.1
unfold,prime,L,0.1
unfold,objection,L,0.1
unfold,claim,L,0.1
unfold,allegation,L,0.1
unfold,boom,L,0.1
unfold,recipe,L,0.1
unfold,member,L,0.1
unfold,employee,L,0.1
unfold,bond,L,0.1
unfold,hierarchy,L,0.1
unfold,application,L,0.1
unfold,compromise,L,0.1
unfold,charge,L,0.1
unfold,university,L,0.1
unfold,vision,L,0.1
unfold,method,L,0.1
unfold,sale,L,0.1
unfold,import,L,0.1
unfold,appearance,L,0.1
unfold,sense,L,0.1
unfold,writer,L,0.1
unfold,best,L,0.1
unfold,atmosphere,L,0.1
unfold,supplies,L,0.1
unfold,impression,L,0.1
unfold,production,L,0.1
unfold,consumption,L,0.1
unfold,flavour,L,0.1
unfold,traffic,L,0.1
unfold,input,L,0.1
unfold,spread,L,0.1
unfold,supply,L,0.1
unfold,export,L,0.1
unfold,dollar,L,0.1
unfold,strip,L,0.1
unfold,marx,L,0.1
unfold,princess,L,0.1
unfold,earl,L,0.1
unfold,elizabeth,L,0.1
unfold,charles,L,0.1
unfold,duke,L,0.1
unfold,richard,L,0.1
unfold,queen,L,0.1
unfold,edward,L,0.1
unfold,james,L,0.1
unfold,diana,L,0.1
unfold,chest,L,0.1
unfold,price,L,0.1
unfold,dividend,L,0.1
unfold,eliot,L,0.1
unfold,employment,L,0.1
unfold,investment,L,0.1
unfold,growth,L,0.1
unfold,output,L,0.1
unfold,flow,L,0.1
unfold,scientist,L,0.1
unfold,electricity,L,0.1
unfold,crew,L,0.1
unfold,goods,L,0.1
unfold,quantity,L,0.1
unfold,coal,L,0.1
unfold,tonne,L,0.1
unfold,waste,L,0.1
unfold,worth,L,0.1
unfold,army,L,0.1
unfold,pilot,L,0.1
unfold,journalist,L,0.1
unfold,detective,L,0.1
unfold,constable,L,0.1
unfold,belief,L,0.1
unfold,ideal,L,0.1
unfold,concept,L,0.1
unfold,tradition,L,0.1
unfold,procedure,L,0.1
unfold,troops,L,0.1
unfold,image,L,0.1
unfold,inspector,L,0.1
unfold,doctrine,L,0.1
unfold,soldier,L,0.1
unfold,fuel,L,0.1
unfold,knight,L,0.1
unfold,relation,L,0.1
unfold,wrist,L,0.1
unfold,force,L,0.1
unfold,rebel,L,0.1
unfold,guard,L,0.1
unfold,official,L,0.1
unfold,neck,L,0.1
unfold,waist,L,0.1
unfold,ankle,L,0.1
unfold,notion,L,0.1
unfold,principle,L,0.1
unfold,ideology,L,0.1
unfold,idea,L,0.1
unfold,myth,L,0.1
unfold,officer,L,0.1
unfold,mind,L,0.1
unfold,secret,L,0.1
unfold,diet,L,0.1
unfold,experiment,L,0.1
unfold,robert,L,0.1
unfold,howard,L,0.1
unfold,program,L,0.1
unfold,organism,L,0.1
unfold,michael,L,0.1
unfold,simon,L,0.1
unfold,analysis,L,0.1
unfold,stimulus,L,0.1
unfold,concession,L,0.1
unfold,injunction,L,0.1
unfold,licence,L,0.1
unfold,certificate,L,0.1
unfold,charter,L,0.1
unfold,headquarters,L,0.1
unfold,sequence,L,0.1
unfold,station,L,0.1
unfold,example,L,0.1
unfold,compound,L,0.1
unfold,permission,L,0.1
unfold,john,L,0.1
unfold,island,L,0.1
unfold,francis,L,0.1
unfold,cigarette,L,0.1
unfold,pipe,L,0.1
unfold,lucy,L,0.1
unfold,trick,L,0.1
unfold,lamp,L,0.1
unfold,candle,L,0.1
unfold,acid,L,0.1
unfold,story,L,0.1
unfold,history,L,0.1
unfold,event,L,0.1
unfold,complex,L,0.1
unfold,molecule,L,0.1
unfold,hospital,L,0.1
unfold,let,L,0.1
unfold,comfort,L,0.1
unfold,suicide,L,0.1
unfold,abuse,L,0.1
unfold,sergeant,L,0.1
unfold,tony,L,0.1
unfold,peter,L,0.1
unfold,picture,L,0.1
unfold,album,L,0.1
unfold,episode,L,0.1
unfold,object,L,0.1
unfold,button,L,0.1
unfold,collection,L,0.1
unfold,supporter,L,0.1
unfold,tongue,L,0.1
unfold,christian,L,0.1
unfold,drawing,L,0.1
unfold,painting,L,0.1
unfold,meal,L,0.1
unfold,breakfast,L,0.1
unfold,cycle,L,0.1
unfold,delight,L,0.1
unfold,relief,L,0.1
unfold,surprise,L,0.1
unfold,torch,L,0.1
unfold,approval,L,0.1
unfold,beach,L,0.1
unfold,captain,L,0.1
unfold,dinner,L,0.1
unfold,technology,L,0.1
unfold,charlie,L,0.1
unfold,graham,L,0.1
unfold,henry,L,0.1
unfold,luke,L,0.1
unfold,kelly,L,0.1
unfold,scene,L,0.1
unfold,class,L,0.1
unfold,paul,L,0.1
unfold,statue,L,0.1
unfold,architecture,L,0.1
unfold,pleasure,L,0.1
unfold,planet,L,0.1
unfold,lily,L,0.1
unfold,organisation,L,0.1
unfold,fire,L,0.1
unfold,breach,L,0.1
unfold,college,L,0.1
unfold,sector,L,0.1
unfold,cell,L,0.1
unfold,murder,L,0.1
unfold,poster,L,0.1
unfold,satisfaction,L,0.1
unfold,football,L,0.1
unfold,warmth,L,0.1
unfold,particle,L,0.1
unfold,horror,L,0.1
unfold,bacterium,L,0.1
unfold,society,L,0.1
unfold,fragment,L,0.1
unfold,photograph,L,0.1
unfold,organ,L,0.1
unfold,stuff,L,0.1
unfold,lunch,L,0.1
unfold,spine,L,0.1
unfold,offence,L,0.1
unfold,enterprise,L,0.1
unfold,tissue,L,0.1
unfold,crime,L,0.1
unfold,gene,L,0.1
unfold,survey,L,0.1
unfold,protein,L,0.1
unfold,cast,L,0.1
unfold,evaluation,L,0.1
unfold,rank,L,0.1
unfold,switch,L,0.1
unfold,research,L,0.1
unfold,consent,L,0.1
unfold,guitar,L,0.1
unfold,study,L,0.1
unfold,happiness,L,0.1
unfold,group,L,0.1
unfold,shore,L,0.1
unfold,category,L,0.1
unfold,depths,L,0.1
unfold,lease,L,0.1
unfold,radio,L,0.1
unfold,killing,L,0.1
unite,load,L,0.1
unite,team,L,0.1
unite,strain,L,0.1
unite,career,L,0.1
unite,affair,L,0.1
unite,fortune,L,0.1
unite,sport,L,0.1
unite,verse,L,0.1
unite,pursuit,L,0.1
unite,lesson,L,0.1
unite,bible,L,0.1
unite,balance,L,0.1
unite,confidence,L,0.1
unite,occupation,L,0.1
unite,weight,L,0.1
unite,club,L,0.1
unite,beam,L,0.1
unite,profession,L,0.1
unite,fibre,L,0.1
unite,hand,L,0.1
unite,living,L,0.1
unite,thumb,L,0.1
unite,government,L,0.1
unite,department,L,0.1
unite,commission,L,0.1
unite,tension,L,0.1
unite,view,L,0.1
unite,conception,L,0.1
unite,council,L,0.1
unite,coast,L,0.1
unite,continent,L,0.1
unite,judgment,L,0.1
unite,conviction,L,0.1
unite,planet,L,0.1
unite,recording,L,0.1
unite,squad,L,0.1
unite,landscape,L,0.1
unite,nail,L,0.1
unite,pressure,L,0.1
unite,novel,L,0.1
unite,champion,L,0.1
unite,finger,L,0.1
unite,kiss,L,0.1
unite,needle,L,0.1
unite,reading,L,0.1
unite,trading,L,0.1
unite,winner,L,0.1
unite,thinking,L,0.1
unite,practice,L,0.1
unite,turnover,L,0.1
unite,revenue,L,0.1
unite,future,L,0.1
unite,politics,L,0.1
unite,star,L,0.1
unite,burden,L,0.1
unite,life,L,0.1
unite,emphasis,L,0.1
unite,organiser,L,0.1
unite,world,L,0.1
unite,music,L,0.1
unite,prosecution,L,0.1
unite,liability,L,0.1
unite,bank,L,0.1
unite,company,L,0.1
unite,basket,L,0.1
unite,plate,L,0.1
unite,income,L,0.1
unite,earnings,L,0.1
unite,surplus,L,0.1
unite,profit,L,0.1
unite,border,L,0.1
unite,receiver,L,0.1
unite,competitor,L,0.1
unite,rival,L,0.1
unite,stretch,L,0.1
unite,barrel,L,0.1
unite,solicitor,L,0.1
unite,dish,L,0.1
unite,glass,L,0.1
unite,gold,L,0.1
unite,title,L,0.1
unite,crown,L,0.1
unite,possession,L,0.1
unite,favour,L,0.1
unite,container,L,0.1
unite,countryside,L,0.1
unite,recommendation,L,0.1
unite,prayer,L,0.1
unite,dance,L,0.1
unite,catalogue,L,0.1
unite,decision,L,0.1
unite,chart,L,0.1
unite,opinion,L,0.1
unite,firm,L,0.1
unite,channel,L,0.1
unite,chemical,L,0.1
unite,producer,L,0.1
unite,maker,L,0.1
unite,employer,L,0.1
unite,architect,L,0.1
unite,honour,L,0.1
unite,professional,L,0.1
unite,obligation,L,0.1
unite,search,L,0.1
unite,investigation,L,0.1
unite,enquiry,L,0.1
unite,lawyer,L,0.1
unite,universe,L,0.1
unite,doctor,L,0.1
unite,expert,L,0.1
unite,practitioner,L,0.1
unite,gulf,L,0.1
unite,valley,L,0.1
unite,proceedings,L,0.1
unite,inquiry,L,0.1
unite,lecture,L,0.1
unite,script,L,0.1
unite,shore,L,0.1
unite,provision,L,0.1
unite,tape,L,0.1
unite,portfolio,L,0.1
unite,holding,L,0.1
unite,property,L,0.1
unite,acre,L,0.1
unite,estate,L,0.1
unite,thousand,L,0.1
unite,poetry,L,0.1
unite,currency,L,0.1
unite,share,L,0.1
unite,passage,L,0.1
unite,description,L,0.1
unite,survey,L,0.1
unite,evaluation,L,0.1
unite,assessment,L,0.1
unite,symbol,L,0.1
unite,name,L,0.1
