verb,cluster,id,status,text
examine,literal,wsj02:9011,U,"Ransburg Corp. said it is examining alternatives to a $ 15.25-a-share unsolicited tender offer from FLC Financial Corp . , including possible sales of business units and issuing stock to third parties "
examine,literal,wsj05:1431,U,Just how far is reflected in three new studies that examine the buying behavior of the 55-and-over age group 
examine,literal,wsj05:2636,U,"Law-enforcement officials said they are examining accounts held at BankAmerica branches in Los Angeles and Concord , Calif "
examine,literal,wsj05:4574,L,"Moreover , the SEC would have the right to examine books and records without prior warning "
examine,literal,wsj06:11031,L,The second will examine policies that could lessen current concentrations of gases that contribute to global warming 
examine,literal,wsj06:9569,U,"Attorneys and investment bankers for Barclays spent more than a month examining Irving , and Irving expected an offer , the Irving executives said "
examine,literal,wsj09:1036,U,"By the early 1990s , it plans to examine how patients fare during hospitalization "
examine,literal,wsj09:5737,U,"In addition to examining trusts that held now-defaulted WPPSS bonds , the SEC is delving into trusts sold more recently than 1983 "
examine,literal,wsj09:966,U,"The Wall Street Journal , in its examination of the joint commission , interviewed hospital workers and government officials , examined hospital records obtained through the Freedom of Information Act , and researched court and other records "
examine,literal,wsj10:10064,U,"Maclean Hunter 's chief financial officer , J. Robert Furse , said the company will examine Southam 's announcement , but that it was too early to say whether it 's genuinely interested in making a bid "
examine,literal,wsj10:5100,L,"For the standard `` pap '' smear , a technician examines the cells on the swab for visual evidence of abnormalities that indicate pre-cancerous changes in the cervix "
examine,literal,wsj10:551,U,Blood samples from 462 pregnant women were examined using the latest test 
examine,literal,wsj10:6658,U,The commissioners say they are examining the policies because so many consumers have complained about them 
examine,literal,wsj11:4094,U,The Unisys rumor spurred Dean Witter analyst Eugene Glazer Tuesday to examine whether Xerox might fit with Unisys 
examine,literal,wsj13:8859,U,"The General Accounting Office , a congressional watchdog agency , examined the impact of Trans World Airlines ' acquisition of its major St. Louis competitor , Ozark Airlines , in 1986 "
examine,literal,wsj15:7310,L,"He has closely examined the works of Hieronymus Bosch , but their crowded worlds of paradise and writhing sinners yielded few medical rewards "
examine,literal,wsj16:9644,U,"Executives are examining a long list of business questions , from whether Meritor should manage and sell its own mutual funds to whether it should carry a building-maintenance staff on its payroll or hire an outside service "
examine,literal,wsj17:3164,L,It 's a step designed to get around potential subpoena limitations by enabling lawyers to examine Seattle witnesses from here 
examine,literal,wsj17:4783,U,Federal safety investigators here began examining whether engine problems may have contributed to the crash of a Delta Air Lines 727 here Wednesday that killed 13 people 
examine,literal,wsj18:10608,U,"Before someone is hired at Thomas Interior Systems Inc . , the president of the Elmhurst , Ill . , office-furniture company has a handwriting analyst examine the candidate 's writing to develop a personality profile "
examine,literal,wsj19:10285,U,"Raymark said that the vans traveled to tire plants , where workers were examined and referred to the two lawyers if asbestos-related injuries were detected , according to Judge Kelly "
examine,literal,wsj19:1740,L,"Dr. E `` examined a horse that had warts on its forelegs , '' begins one item in the newsletter , which withholds names of vets and patients "
examine,literal,wsj19:2398,U,"In a statement , the ministry said a special committee , which will be led by Vice Minister of Trade and Industry Huh Nam Hoon , would be established early next month to examine the issue "
examine,literal,wsj21:2697,U,Sen. Bentsen 's request to the International Trade Commission is limited to examining the pros and cons of entering into negotiations with Japan and does not address the substance of a possible agreement 
examine,literal,wsj21:713,U,He examined the topic because `` it 's really cool '' ; thus drawing real-world lessons for other companies `` is n't something I have any interest in 
examine,literal,wsj22:4599,L,"In Kindred 1002 alone , the scientists have examined 350 members "
examine,literal,wsj22:9520,U,"We 've wrestled with benchmarks for many years , '' he says , adding that quarterly performance `` is only one of the many variables '' investors should examine when shopping for funds "
examine,literal,wsj23:6065,U,"So far , investigators at the SEC , the Amex , the New York Stock Exchange and the National Association of Securities Dealers have identified possibly improper trading in Business Week-related stocks at six brokerage firms and are examining individuals at three others -- Smith Barney , PaineWebber Group Inc. and Integrated Resources Inc "
examine,literal,wsj23:8899,U,"The Securities and Exchange Commission and Prudential-Bache are examining whether Mr. Callahan may have shared information on Business Week articles with friends outside the brokerage office , people familiar with the investigation said "
examine,literal,wsj25:2253,U,"Mr. Roll 's sample , which includes stock markets in countries in Asia , Europe , North America and South America , is ideal for examining the relation between stock-price performance and market structure because institutional arrangements and practices vary markedly across countries "
examine,literal,wsj25:462,L,"One of the contracts prosecutors are examining -- the development job for the Navy 's carrier-based advanced tactical aircraft -- was subject to a `` best and final offer , '' known as a BAFO , and then a `` best and revised final offer , '' known as a BARFO. Investigators are looking at whether Melvyn Paisley improperly steered the multibillion-dollar job to McDonnell Douglas Corp. and General Dynamics Corp. while he was assistant Navy secretary "
examine,literal,wsj26:4083,U,"On June 9 , the House Ethics Committee voted to examine several allegations including: possible improper lobbying of federal savings-and-loan regulators , the financing of his famous non-book , `` Reflections of a Public Man , '' and the use of a Congressional aide to complete it , and Mr. Wright 's use of a Texas condominium that belongs to a business partner "
examine,literal,wsj26:9314,U,Mr. Swift is a proponent of the multisite cracking theory being examined by the safety board as a possible cause 
examine,literal,wsj27:8810,L,"Particularly remarkable in this context are Whistler 's lyrical 1864 depiction of an English woman examining a blue-and-white ceramic vase , which mixes Chinese and Japanese themes , and Monet 's astonishingly brash depiction of his wife in a bright red kimono , surrounded by fans "
examine,literal,wsj28:5488,U,"The study , published in the Journal of the American Medical Association , examines whether `` proficiency testing '' improves laboratory performance "
examine,literal,wsj29:10126,L,"If the Mulheren case does go forward , Mr. Puccio , a partner at Milbank , Tweed , Hadley & McCloy , would likely become the first defense lawyer to cross-examine Mr. Boesky , a role that would guarantee Mr. Puccio enormous media attention "
examine,literal,wsj30:2871,U,"Peter Steen , president and chief executive officer of Corona Corp . , said the company remains `` receptive to examining an out-of-court settlement '' with LAC Minerals Ltd. regarding the disputed Williams mine at Hemlo , Ontario "
examine,literal,wsj30:6741,L,"But David Bartholomew , an assistant vice president of Merrill Lynch , says that over a 12-year period he examined , Mr. Finckle 's six-month forecasts were 85 % accurate "
examine,literal,wsj30:7323,L,"Citibank has examined several Texas banks , but thus far has decided that it did n't have enough confidence in the short-term Texas outlook to take the plunge "
examine,literal,wsj31:4301,U,And Mr. Rhodes says several other big regional retailers are also examining the program 
examine,literal,wsj32:10273,U,Alberta Court of Queen 's Bench has scheduled a court proceeding beginning June 27 to examine the fairness of Amoco Canada Petroleum Ltd. 's proposed $ 4.18 billion -LRB- U.S. -RRB- takeover of Dome Petroleum Ltd 
examine,literal,wsj32:3674,U,"When he arrived in Texas , some thrifts had n't been examined in as long as three years "
examine,literal,wsj33:5872,L,"We tried to protect as many people as we could , examining every job , every structure and every expense , '' Mr. Traub said "
examine,literal,wsj34:1747,U,"University faculty and public officials will examine such issues as affordable housing , economic development , transportation and decaying infrastructures "
examine,literal,wsj36:1052,U,"CNW Corp . , the Chicago-based parent of Chicago & North Western Transportation Co . , said President Reagan 's emergency board created to examine issues in a labor dispute about crew size will report its findings by July 4 "
examine,literal,wsj36:4183,L,The May employment data will be minutely examined by economists who are sifting for clues to the pace of inflation and interest rates 
examine,literal,wsj38:7194,U,"Shearson Lehman Hutton Inc . , for example , examines the records of 1 , 200 money managers , sends questionnaires to some 550 , personally visits with about 150 , and recommends only about 100 "
examine,literal,wsj38:805,U,"But Judge Cohill disagreed , choosing to examine the substance behind those possible violations "
examine,literal,wsj39:10565,U,Few securities analysts have closely examined it 
examine,literal,wsj40:4547,U,"When Raymond Paternoster , in a study published in the fall 1983 Journal of Criminal Law and Criminology , examined the activities of prosecutors in South Carolina over several years , he found evidence that race was a major factor in the prosecutor 's decision to seek capital punishment "
examine,literal,wsj40:5069,U,"Mr. Myhren of American Television said the industry research lab will also examine more efficient ways to scramble satellite-delivered television programs to avoid theft , and other security issues "
examine,literal,wsj41:11036,U,We want to examine it -LRB- the non-OPEC proposal -RRB- fully . . . 
examine,literal,wsj41:490,U,"The actions that primarily need to be examined are those in support of the Contras , and not the arms sales to Iran , since the Iranian initiative had explicit presidential approval "
fill,nonliteral,wsj09:232,L,By the time they reached the Inner Court many were beginning to look bleary-eyed as they wandered through a sea of glass cases filled with everything from Han jugs to Ming wall-scrolls and jades 
fill,nonliteral,wsj12:521,L,"And Mr. Karnes , a political unknown selected by GOP Gov. Kay Orr to fill a Senate vacancy created by the death of Edward Zorinsky 18 months ago , is followed by the shadow of his rival wherever he goes "
fill,nonliteral,wsj12:8507,N,Stories of dog restaurants being shooed from areas tourists frequent filled the foreign press in pre-Olympic days 
fill,nonliteral,wsj16:6961,N,"In an extreme close-up , Mr. Gorton 's face then fills the screen: `` I needed to listen more , and the voters made that point crystal clear "
fill,nonliteral,wsj18:6956,L,Their melanin-producing system keeps the skin constantly filled with the dark pigment 
fill,nonliteral,wsj27:423,N,"Levi Strauss & Co. moved from a 13-page booklet `` filled with details and procedures '' to a half-page statement of principles , says a spokeswoman "
fill,nonliteral,wsj30:10174,N,The short-term parking lots at Newark Airport in New Jersey now fill up several times a week -- even though it costs $ 48 a day to park there 
fill,nonliteral,wsj30:8262,N,It was a fight that filled magazines and books and gave professors case histories for business schools 
fill,nonliteral,wsj31:6179,L,"Mr. Cossa 's grain bin may be filling up , but just last month another 100 peasants -- looking for food and security -- moved into the village to escape the fighting in the countryside "
fill,nonliteral,wsj34:4483,N,The `` catastrophic illness '' health-care bill approved by Congress yesterday will fill some major gaps in Medicare coverage for the elderly 
fill,nonliteral,wsj43:4892,N,"After being widowed at the age of 50 , this heretofore conventional woman began making sculptures , systematically filling her house and yard with her weird creations "
fill,nonliteral,wsj44:3969,N,"The generally accepted reason for the softening of TPA sales is that wholesalers filled their distribution pipeline , and hospital usage now is coming out of wholesalers ' stocks of the drug -- not new sales , Ms. Behrens said "
fill,nonliteral,wsj47:10191,N,"In 1985 and 1986 , when pictures of rioting blacks and rampaging white policemen filled television screens around the world , the perception was that South Africa 's white-dominated government was losing its grip "
fill,nonliteral,wsj47:9884,N,Last year the movies were filled with babies 
fill,nonliteral,wsj55:11122,N,"American life being filled with headaches , aspirin began to catch on "
fill,nonliteral,wsj63:6538,N,"The priest , a young bearded man with a flat-topped black hat , wore gold vestments that glistened in the candlelight as he processed around the filled church "
fill,nonliteral,wsj68:6506,N,He is laboriously filling out the cash-flow statement his bank requires for a spring-planting loan 
fill,nonliteral,wsj70:3568,N,Last year the movies were filled with babies 
fill,nonliteral,wsj83:9365,N,"But on this wintry afternoon when the air is filled with the smell of homemade cinnamon buns , Doris Van Sickle , once the Boone County Democratic women 's chairman , is surrounded by her new allies -- political novices eager to meet Marlene Elwell , the Michigan housewife who has organized the Midwest for the former religious broadcaster "
fill,nonliteral,wsj01:579,N,"Elise holds out empty arms , pleading with Andrew to fill them , but the chasm is too wide , the distance traveled in different directions too great "
fill,nonliteral,wsj02:568,U,Such drastic cuts in production time bring great benefits to companies that successfully achieve them ; their need for large parts inventories is sharply reduced and they are able to fill customer orders much faster 
fill,nonliteral,wsj05:9675,N,But it 's truly disappointing to see him turning to television parodies to fill out the play 
fill,nonliteral,wsj09:11247,N,"The stock market 's sideways course this year may fill many investors with frustration , but to one Ohio money manager with a strong track record , it spells opportunity "
fill,nonliteral,wsj10:10425,N,"Mr. Vann 's life is a stunning story , its surface brilliance concealing sexual compulsions that filled his private life with lies "
fill,nonliteral,wsj14:5521,N,"The subject is Oedipus 's death , and perhaps because death is the one thing that still fills us with awe , the excellence of this scene transmits a shiver of the tragedy 's original force "
fill,nonliteral,wsj14:848,N,STATES MOVE to fill what they see as a void in job training 
fill,nonliteral,wsj15:9821,N,"After years of being out of work and on welfare , many of the unemployed now lack the ability or initiative to fill openings "
fill,nonliteral,wsj16:3597,N,"Back then in 1876 , Wagner nearly went bankrupt trying to fill up his new theater , and a good many who did attend , among them Tchaikovsky , left word of the boredom they barely conquered listening to this gigantic parable of love , lust , power and greed dovetailed over decades out of quaint Nordic myths and some 200 leitmotives "
fill,nonliteral,wsj16:4156,N,"Lillian Vernon Corp . , a mail-order company , said it is experiencing delays in filling orders at its new national distribution center in Virginia Beach , Va "
fill,nonliteral,wsj17:263,N,"In the second race , to fill the upperhouse Diet seat vacated by Mr. Sato 's campaign for the governorship , the pro-tax reform candidate , Kentaro Ishihara , won by an even wider margin "
fill,nonliteral,wsj24:6966,N,"After seven years of Republican appointments , the courts of appeals are filled with able judges of a moderate to conservative stripe "
fill,nonliteral,wsj27:9694,N,Soon they 'll also be able to fill their screens with photographs 
fill,nonliteral,wsj28:6024,N,"As the U.S . , the world 's largest grain producer , has fewer crops to export , other nations will fill the gap "
fill,nonliteral,wsj31:3606,N,"The typical opinion of the Supreme Court is so long and verbose , so filled with legalese synonyms , so encrusted with substantive footnotes , so totally unclear and inconsistent in the use of legal terms of art that only the devoted professional can hope to follow and understand what is going on "
fill,nonliteral,wsj32:5298,N,"In doing so , it would be filling the wishes of the U.S. government , which also is concerned that the dollar could rise too quickly "
fill,nonliteral,wsj33:4067,U,"Officials of the National Aeronautics and Space Administration said last week they had enough of the chemical on hand to fill eight shuttle boosters , enough for four flights "
fill,nonliteral,wsj34:10163,N,"Wynfred Joshua of the Defense Intelligence Agency says that if the U.S. does n't seize the opportunity to engage the Iranians , the Soviet Union will fill the void "
fill,nonliteral,wsj35:4189,N,"In a city where night life leans toward kids cruising on weekends , Gene Harris and his cohorts have filled a void and then some "
fill,nonliteral,wsj35:6589,N,"Their flagship center in Cambridge 's booming Kendall Square has filled all 44 openings , and 90 children are on the waiting list "
fill,nonliteral,wsj35:9041,N,"The Soviet leader gave vent to his criticism of Washington 's policies in general toward Moscow , which he described as filled with contradictions "
fill,nonliteral,wsj36:635,N,"To keep from wresting top executives from the driver 's seat , Runzheimer says , more companies are trying to fill fleets with less expensive models "
fill,nonliteral,wsj41:896,N,Locusts fill the eerie silence of old battlegrounds ; peasants give live locusts to their babies as toys 
fill,nonliteral,wsj42:5615,N,It no longer fills its stage with second-rate English aria-mongers 
fill,nonliteral,wsj42:6200,N,"He now says that specialty retailing fills the bill , but he made a number of profitable forays in the meantime "
fill,nonliteral,wsj42:8846,N,"Critics argue that Barclays 's expansion simply will fill its loan book with bad debts nobody else wants , a contention bank officials dispute "
fill,nonliteral,wsj46:7627,N,The executives ' positions at their previous agencies have n't yet been filled 
fill,nonliteral,wsj46:9819,U,"They are filling sacks with bottled beer , handing familiar green bills to the chef "
fill,literal,wsj01:4057,L,"Leasing defers more of the profit from filled orders to the future , he said "
fill,literal,wsj02:7772,L,"The regional carrier said load factor , or the percentage of available seats filled , decreased to 43 % from 44 % in October 1987 "
fill,literal,wsj07:9428,N,"The county also got two letters of reference , filled with praise for Mrs. Guba "
fill,literal,wsj08:3593,N,"Mostly , the controversy leaves a black hole in the Hispanic political firmament that wo n't be filled for some time "
fill,literal,wsj11:6500,L,"Also , Charles L. Magee , formerly deputy general counsel , was named vice president , general counsel and secretary , filling vacancies created when Richard Stewart resigned to pursue private law practice "
fill,literal,wsj12:4122,L,"Allen J. Krowe , 56 years old , leaves his job as executive vice president and a director of IBM to fill the positions at Texaco currently held by Richard G. Brinkman , who at 61 , will retire early "
fill,literal,wsj14:3883,N,"Compaq Computer Corp. is expected to unveil today a long-awaited line of laptop computers , filling a gaping hole in the company 's product line "
fill,literal,wsj14:6670,L,"Fern C. Portnoy was named to the board of this membership warehouse chain , filling a vacancy "
fill,literal,wsj15:1029,N,"While filling movie houses and exciting donors are both honorable tasks , the facts do n't support the histrionics "
fill,literal,wsj16:27,L,"The appointments , filling vacant posts , are the first since the company 's top officers resigned at the end of May "
fill,literal,wsj16:3475,L,"The airline said its load factor , or the percentage of available seats filled , was 60.4 % in August , unchanged from a year earlier "
fill,literal,wsj17:2946,L,Wo n't fill a cardboard box 
fill,literal,wsj20:7486,L,"The three board positions will be filled by Michael Tun Zan , executive vice president of Pacific Bank ; Khateeb Lateef , an investment adviser ; and Theodore M. Bell , an attorney "
fill,literal,wsj22:8569,N,"But the rumor was embraced by the market as it helped fill in the paucity of news on which to trade , according to participants "
fill,literal,wsj27:6361,L,"Arden L. Bement Jr . , vice president , technical resources , of TRW Inc . , was named a director of this maker of electronic test and measurement instruments , filling a vacancy "
fill,literal,wsj28:8629,L,He fills a vacancy created by the resignation of Henry W. Lorin 
fill,literal,wsj34:10888,N,"Although the office towers filled up quickly -LRB- they 're still 96 % occupied -RRB- , the tony stores -- including Cartier and Mark Cross -- foundered "
fill,literal,wsj34:2006,N,"THE NEW YORK OFFICES of Simulations Publications Inc. looked like a poorly financed college fraternity house: shabby furniture , maze-like corridors , rooms filled with mountains of paper "
fill,literal,wsj34:6146,L,"Department stores nationwide are cutting back on apparel from such designers as Calvin Klein , Ralph Lauren and Liz Claiborne and instead filling racks with store brands "
fill,literal,wsj37:8853,N,"Conceivably , either the Federal Land Bank of Columbia , S.C . , or the Federal Land Bank of Texas , based in Austin , or both , could extend their operations to fill the lending void after the liquidation , said Mr. Naylor , the system 's chief regulator "
fill,literal,wsj39:1114,L,He fills positions that have been vacant for more than a year 
fill,literal,wsj40:4347,L,"The NWA Inc. unit 's load factor for the month , or percentage of available seats filled , dropped to 64.6 % from 65.8 % "
fill,literal,wsj42:4401,L,Agency officials said that it could be weeks before Mr. Meese can announce his choice to fill the deputy attorney general 's spot and that the work of the department 's top budgetary group -- previously headed by the deputy -- has come to a near standstill 
fill,literal,wsj43:7820,L,"The regional carrier , which has three DC-9 aircraft and uses two of them for charter flights , also said William E. Lindsey , its chairman , was elected to the additional post of chief executive officer , filling a vacancy created by the resignation in February of Thomas Volz "
fill,literal,wsj47:6466,N,"Mr. Tassin 's new team will be filled out by Stephen Gardner , 28 , and Christopher Kreidler , 24 , who were hired during the past year to work with the group "
fill,literal,wsj53:10283,L,"Two executive vice presidents resigned from First Chicago Corp. to take other jobs , and the banking concern shifted some officers to fill the vacancies "
fill,literal,wsj54:2312,L,"Now , in a suit filed in State Supreme Court in Manhattan , Claiborne alleges that Avon failed to keep an agreement to continue filling orders for the former venture , which had 1987 sales of about $ 27 million "
fill,literal,wsj55:2642,L,"Since then , Mr. Cahouet has filled nearly every major spot in Mellon 's upper management with executives from New York and West Coast banking centers "
fill,literal,wsj56:5395,L,"Passenger loads , the number of seats filled per plane , increased to 58.8 % from 56.1 % "
fill,literal,wsj56:7349,L,"Christman Air System , with just 30 % of its seats filled on a typical flight , is losing money "
fill,literal,wsj57:1752,L,"Johnson & Johnson , caught off guard by the sudden surge in demand , says it is several weeks behind filling orders "
fill,literal,wsj57:3992,L,"The airline said its January load factor , or the percentage of available seats filled , fell to 49.3 % from 52.8 % "
fill,literal,wsj57:757,L,"The airline said load factor , or the percentage of seats filled , was 39.3 % , up from 37.7 % a year earlier "
fill,literal,wsj57:8491,N,"Ad agency J. Walter Thompson Co . , moving to fill what is widely viewed as a critical management gap , hired a senior executive from rival Omnicom Group Inc. to become its top financial officer "
fill,literal,wsj58:3187,L,"The Nihon Keizai Shimbun , Japan 's leading business daily , reports that U.S. companies take an average of six months to a year to fill orders for Japanese buyers "
fill,literal,wsj59:11015,L,"American Medical International Inc . , a health-care concern , said there is n't any immediate plan to fill the chief executive position "
fill,literal,wsj59:9392,L,"James Thornton and Irvin Kupper were elected to the board of this operator of drugstores , home health centers and dry cleaning stores , filling vacancies "
fill,literal,wsj60:1132,N,"But this is an institution , filled with patients who 've lost their health and some who 've lost their minds "
fill,literal,wsj62:5744,L,"Formerly senior vice president of the international division of the New York Stock Exchange , he fills a vacancy created by recent resignations "
fill,literal,wsj62:7831,L,"One young man , out of work for two years , says all the jobs he applies for are being filled by blacks ; another man , nearing retirement , bitterly complains that the wages of his black colleagues are rising faster than his "
fill,literal,wsj63:6837,L,"The load factor , or percentage of seats filled , for the month declined to 54.6 % from 55.7 % a year earlier "
fill,literal,wsj64:1114,L,"Load factor , or percentage of seats filled , was 56.5 % in December , down slightly from 56.6 % in the year-ago period "
fill,literal,wsj64:1121,L,"Its load factor , or percentage of seats filled , rose to 47.4 % from 41.8 % "
fill,literal,wsj64:2201,L,"The new chairman has been a board member since Nov. 1 , 1985 , filling a term that expires Aug. 27 , 1990 "
fill,literal,wsj65:7389,N,"To fill these growing gaps , Congress increasingly has turned to employers to expand coverage to even more employees and non-employees "
fill,literal,wsj67:6906,N,She filled out a report right away 
fill,literal,wsj69:11199,N,"Though they may fill some of the same military needs , the missiles are quite different from any arms the Saudis have sought from the U.S "
fill,literal,wsj71:3124,L,"We believe the person who is working on the line , making our ice cream , filling the pints , is a very important person , '' Mr. Cohen says "
fill,literal,wsj71:7566,L,"But to take this often-repeated mistake as a basis for the misleading conclusion that our streets will be forever filled with happy motorists , secure in their bliss because of endless oil supplies , is so naive as to border on irresponsibility "
fill,literal,wsj73:3386,N,"Clergymen , philosophers , sociologists and political scientists have filled the pages of scholarly journals about the subject "
fill,literal,wsj74:10657,L,"Fred J. Kupel , chief financial officer and vice president , finance and administration , at this forest products concern , was named a director , filling a vacancy and returning board membership to 11 "
fill,literal,wsj74:7499,L,"Merrill O. Burns , an executive vice president of Manufacturers Hanover Corp . , was named a director of this utility , filling a vacancy "
fill,literal,wsj79:3829,L,"Skywest said its load factor , or the percentage of seats filled , decreased to 38.3 % from 41.5 % "
fill,literal,wsj80:2123,L,The company has n't filled the board vacancies 
fill,literal,wsj81:3626,L,"John E. Overmyer , president of this maker of petroleum dispensing equipment and systems , was named to the additional post of chairman , filling a vacancy "
fill,literal,wsj81:3839,N,"In addition to those delicately written billets-doux of musical modernism , `` Pelleas et Melisande , '' `` Afternoon of a Faun '' and `` Claire de Lune , '' the composer also left sheafs of correspondence in a minor key , notes to friends and foes filled with hapless chords and lonesome measures "
fill,literal,wsj82:8853,L,"Baaron Pittenger , a long-time USOC aide who had served as acting executive director after Mr. Miller left , was named to fill the vacant post until year end , when Mr. Schiller 's contract expires "
fill,literal,wsj85:2345,N,"Mr. Choi , filling three pages with computations , offers this stern -- and unsettling -- advice to one American business reporter: `` Do n't write about investing this summer "
fill,literal,wsj85:4513,N,"In addition to filling a hole in United 's top management , the action marks the first big personnel move by Mr. Wolf , who was named to his posts last month "
fill,literal,wsj85:4550,L,"David L. Meister was named president of this provider of cable television programming , filling a vacancy "
fill,literal,wsj86:3580,N,"And if occupancy ran low , the administrator would just let the doctors know and the beds would fill up "
fill,literal,wsj01:125,U,"As president , Mr. Gumucio , 50 years old , fills a post that has been vacant for at least the past six years , the supercomputer maker said "
fill,literal,wsj01:1450,U,"Not only are the Saudis now aggressive marketers , they also are developing strong refining links abroad , such as their just-concluded purchase of a half interest in Texaco Inc. 's refineries and filling stations in the Eastern U.S "
fill,literal,wsj01:2094,U,He will also fill Mr. Senn 's unexpired term as a director 
fill,literal,wsj01:6879,U,He fills a vacancy left by the resignation of Joseph Vita Jr 
fill,literal,wsj01:7274,U,"And since 99 % of incumbents are re-elected , he says , Congress is filled with big spenders who have little incentive to demand a balanced budget "
fill,literal,wsj01:9948,U,The appointment fills a vacancy on Perry 's eight-member board 
fill,literal,wsj03:3673,U,"The parties agreed that following the Nov. 22 annual meeting , when shareholders will vote on a director for the existing seat , Ronson would increase its five-member board by adding one member and that Mr. Fenzel would be elected to fill the vacancy until the next annual meeting "
fill,literal,wsj04:4324,U,"For all the general 's propaganda against privilege , party regulars still fill 900 , 000 of them "
fill,literal,wsj05:2079,U,"In this campaign , issues have played second fiddle to a bitter battle of advertisements filled with allegations and misrepresentations "
fill,literal,wsj05:5003,U,"And since you 're buying these properties at half their replacement cost at a time when the demographics indicate bodies moving in to fill them , there is some downside protection , '' says Mr. Hess "
fill,literal,wsj05:610,U,"The airline 's load factor , or percentage of available seats filled , rose to 36.7 % from 25.7 % "
fill,literal,wsj06:656,U,"In 1985 , the banks set up an Association of German Stock Exchanges , filling its board with senior bankers , and set about linking up the eight German exchanges with a trading network similar to the U.S. Intermarket Trading System "
fill,literal,wsj06:9019,U,"Four directors were named at this insurer of manufactured homes and recreational vehicles , filling one vacancy and increasing board membership to 12 "
fill,literal,wsj07:3459,U,"WASHINGTON -- The campaign of 1988 , filled as it is with one-liners and television sound bites , apparently has no room for discussion of a harsh prescription for the U.S. deficit problem "
fill,literal,wsj09:7052,U,"Eastern 's load factor , the percentage of seats filled , was 53.4 % , compared with 58.5 % in September 1987 "
fill,literal,wsj11:4795,U,"Amoco Corp. makes gasoline in Texas but recently quit selling it there , except at the lone outlet where refinery employees can fill up "
fill,literal,wsj11:6501,U,"Charles E. Lasseter , formerly senior vice president and controller , was named group vice president , finance , and chief financial officer of this natural-gas pipeline concern , filling a vacancy "
fill,literal,wsj11:7636,U,"Mr. Heil is presently executive vice president of the defense-electronics group for Singer Co. C.R . `` Chuck '' Farmer Jr . , 58 , was named senior vice president and group executive of the electronics-systems group , filling a vacancy "
fill,literal,wsj11:8242,U,This will fill out the labor agenda and the political agenda 
fill,literal,wsj15:4950,U,"The regional carrier said load factor , or percentage of seats filled , dropped slightly to 43.3 % in August from 43.4 % during the same month in 1987 "
fill,literal,wsj17:158,U,"Mr. Worley ran a traditional , open-bar hospitality suite , which was filled with UAW staffers flown in from Solidarity House headquarters to try to work some last-minute miracles "
fill,literal,wsj17:2069,U,Mr. Guinn 's positions of president and chief operating officer 
fill,literal,wsj17:4287,U,"Helping to fill city coffers are its military complexes and tourism , much of the latter centered on the Alamo mission , where the U.S. was defeated by Mexico when Texas was still part of that nation "
fill,literal,wsj17:9876,U,"Robin E. Garland was elected to the board of this appliance manufacturer and processor of limestone , filling a vacancy "
fill,literal,wsj18:5209,U,"You stopped hearing airline executives talk so much about filling up their planes , '' says David Sylvester , an analyst with Kidder , Peabody & Co "
fill,literal,wsj19:10044,U,"Consolidated-Bathurst said the chief executive post would be filled by T. Oscar Stangeland , 59-year-old president and chief operating officer "
fill,literal,wsj19:3487,U,The post of chief executive wo n't be filled immediately 
fill,literal,wsj21:8600,U,"The airline said July 's load factor , or the percentage of available seats filled , rose to 72.7 % from 68.5 % "
fill,literal,wsj25:5028,U,Its sole purpose is to vent excess air when the nitrogen tetroxide oxidizer tank is being filled 
fill,literal,wsj26:1349,U,"In addition , an opening for president of the shipboard and ground systems group , which includes that division , was filled with a non-Sperry person to make sure those running the operations have no connection with the matters under scrutiny "
fill,literal,wsj26:2799,L,"But industry lobbyists argued successfully that reconstituting spent plastic containers into such alternative products as flower pots , drainpipes , synthetic lumber , and filling for pillows and sleeping bags should count against the recycling targets "
fill,literal,wsj26:5869,L,"The situation for soybeans does n't become critical until next week , when the crop 's need for moisture soars as its pods begin to fill with beans "
fill,literal,wsj27:5722,U,"WAYS AND MEANS adds Clay Shaw -LRB- R . , Fla. -RRB- to fill a vacancy caused by the death of the House committee 's ranking minority member , John Duncan -LRB- R . , Tenn. -RRB- "
fill,literal,wsj27:8171,U,"Load factor , or the percentage of available seats filled , increased to 49.1 % from 44.9 % "
fill,literal,wsj28:2606,U,"Its June load factor , or percentage of seats filled , fell to 65.4 % from 68.2 % "
fill,literal,wsj28:284,U,"Load factor , or the percentage of available seats filled , climbed to 56.1 % from 46.5 % in June 1987 "
fill,literal,wsj29:3300,U,"John LaWare , a Boston banker , has been nominated to fill it , and the Senate Banking Committee has scheduled a hearing on his nomination for Thursday "
fill,literal,wsj30:10165,U,Parking lots are filling up faster 
fill,literal,wsj30:11073,U,"Rowntree 's Mr. Dixon would fill a new seat on the Nestle management committee , and his management team would steer the combined company 's world-wide candy operations if the bid succeeds , Nestle said "
fill,literal,wsj32:8494,U,"It 's admirable to strive to lead a life filled with moral significance , though less so to call repeated public attention to the effort "
fill,literal,wsj33:6547,U,"In May , the load factor , or percentage of available seats filled , fell to 66.3 % from 68.3 % "
fill,literal,wsj34:4058,U,"Donald S. Howard was named chief financial officer of Salomon Inc . , filling the position left vacant by Gerald Rosenfeld 's resignation in February "
fill,literal,wsj34:9561,U,"May 's load factor , or the percentage of seats filled , rose to 59.29 % from 55.31 % a year earlier "
