confidence,result,source,target,text
0.875,False,destroy,missile,"However , under the current Pentagon plan , the first phase would include an array of space-based interceptors to destroy nuclear missiles minutes after they were fired "
0.8333333333333334,False,destroy,home,"Here we are in an Arab capital destroying homes , '' says an Israeli soldier in Beirut "
0.0,False,destroy,string,"The Soviet accident came on the heels of a similar catastrophe in the U.S. Earlier this month , a plant operated by Pacific Engineering & Production Co. of Henderson , Nev . , was destroyed by a string of explosions "
1.0,False,destroy,plane,So only a direct hit on the concrete hangar or an extremely close miss can destroy the plane on the ground 
0.0,False,die,business,"The area was gutted in the 1980 riot , in which 18 people died and about 240 businesses were damaged or destroyed "
0.0,False,die,effort,"Long term , he says Newnam will live or die on its efforts to stress quality "
0.0,False,die,dreamer,"There were many who thought that the dream would die with the dreamer , but it continues on "
0.0,False,die,liver,About 25 % of those children die of liver cancer or cirrhosis 
0.0,False,die,illness,"Immune-suppressed children often die of illnesses like chicken pox , meningitis , measles and pneumonia "
0.0,False,die,July,"In spite of repeated official denials , powerful evidence indicates that Mr. Wallenberg did not die in July 1947 , at the age of 35 , of a heart infarction "
0.0,False,die,age,"One school holds that after six years of economic growth , the expansion will gradually die of old age as consumers and businesses cut back spending "
0.0,False,die,control,Recruit Cosmos is turning into the scandal that refuses to die -- but also refuses to spin out of control 
0.0,False,die,Fed,"Traditions die hard , and the Fed has n't shaken its habit of targeting the real economy -- under the notion that inflation , too much money chasing too few goods , is prevented by curtailing the production of goods "
0.5,True,target,economy,"Traditions die hard , and the Fed has n't shaken its habit of targeting the real economy -- under the notion that inflation , too much money chasing too few goods , is prevented by curtailing the production of goods "
0.0,False,die,heart,But many die shortly afterward as their weakened hearts crumple like woozy boxers 
0.0,False,die,hospital,"With the help of the new VADs , doctors hope to begin chipping away at a depressing health statistic: Each year , more than 265 , 000 Americans die in hospitals from heart attacks "
0.0,False,die,heart,"Indeed , many heart-attack patients die even with mechanical heart support because their kidneys , livers and brains have been irreversibly damaged by lack of blood before the pumps are installed "
0.0,False,die,sport,"Annual bike deaths average somewhere around 900 , and even if you do n't die playing your favorite sport you might land in the doctor 's office or emergency room "
0.0,False,play,sport,"Annual bike deaths average somewhere around 900 , and even if you do n't die playing your favorite sport you might land in the doctor 's office or emergency room "
1.0,False,die,month,"If untreated , these immune-deficient mice usually die within four months , often with the same lung infection that kills humans suffering from AIDS "
1.0,False,kill,human,"If untreated , these immune-deficient mice usually die within four months , often with the same lung infection that kills humans suffering from AIDS "
0.0,False,die,Lyndon,"Whatever his politics , it was hard for an affluent college kid to conceive of leaving the protection of home and family , or alma mater , to go off and perhaps die for Lyndon Johnson "
0.0,False,die,stroke,"An extensive , six-year study at a Laguna Hills , Calif . , retirement community concluded that elderly women who had taken estrogen therapy at some point were about half as likely to die of stroke later "
0.0,False,die,emphysema,My father happened to die of emphysema 
0.0,False,die,job,"And the differences between those two approaches is one big reason that a construction worker in a federally regulated state is three times more likely to die on the job than one in California , '' Mr. Kinney said "
0.0,False,die,one,"At the same time , securities analysts cautioned that IBM 's climb may have an interruption in the third quarter , because it will be going through a transition to new mainframes and minicomputers , and old product lines die out faster than new ones can build momentum "
0.0,False,die,Soviet,"Soviet leader Gorbachev , in a second address to the forum , appealed to the 5 , 000 delegates to adopt his restructuring proposals , saying `` socialism will die unless we reform '' the Soviet political system "
0.6,False,grasp,hand,"There was , for instance , Mr. Jackson 's visit to the Coming Home hospice in San Francisco 's Castro Street area , where he grasped the hands of patients waiting to die from AIDS "
0.0,False,die,AIDS,"There was , for instance , Mr. Jackson 's visit to the Coming Home hospice in San Francisco 's Castro Street area , where he grasped the hands of patients waiting to die from AIDS "
0.0,False,die,course,"These children -LRB- on placebo -RRB- will surely die during the course of the experiment , '' asserts Mathilde Krim , a biologist and founding chairwoman of the American Foundation for AIDS Research , noting that the children 's average two-year life expectancy matches the length of the test "
1.0,True,die,session,But a trader termed the meeting a `` do or die '' session for OPEC 
0.0,False,die,Frank,"If we do n't do something to address the needs of the urban poor , then the core of our cities will die , '' says Frank Lomax , executive vice president of the National Urban League "
0.0,False,die,monster,"He just wo n't die , the untamable , lubricious monster monk from Siberia who darkened the imperial doorstep of Nicholas and Alexandra "
1.0,False,die,year,"An estimated 18 , 100 Americans will die from it this year , making the disease the fifth-greatest cause of cancer deaths "
0.0,False,die,disease,"But the EPA and medical specialists have estimated that , even if schools eliminate asbestos quickly , 1 , 000 to 7 , 000 people already exposed to the substance in their school years would die from asbestos-related diseases over the next 30 years "
0.0,False,die,ownership,"When the parents die , ownership of the entire property transfers directly to the kids , '' he says "
0.0,False,die,Dr.,"While physicians should never directly cause death , they must always act in the best interest of their patients and that sometimes includes allowing them to die , '' Dr. Sammons said in a statement "
0.0,False,die,pain,"Every day this legislation is delayed , 25 people die in needless pain that could have been relieved with this treatment , which has been used successfully in Britain for years "
1.0,False,die,year,"The Kidney Patient Association , an independent group , estimates that some 1 , 500 Britons die every year because of lack of kidney treatment "
0.0,False,die,Senate,"If he and the Senate differ sharply on the answers , the treaties probably will die in the Senate , and the setback to U.S.Soviet relations will be severe "
0.0,False,die,scandal,"It is better for a pitchman to die than to be caught alive in a scandal , '' contends Albert Lerman , chief creative officer at D'Arcy Masius Benton & Bowles in St. Louis , whose clients include Anheuser-Busch Cos "
0.0,False,die,day,We are all afraid to die and all we can do is count the days till we go home . . . 
0.0,False,die,hospital,"Some of these older people would die before they 'd go to a hospital in Huntsville or Decatur , '' says Tony Williams "
0.0,False,escape,tax,Congress seems to fear aliens would take inherited assets out of the U.S. to escape tax when they die -- even though the estimated three-year tax gain is only $ 60 million 
0.0,False,die,tax,Congress seems to fear aliens would take inherited assets out of the U.S. to escape tax when they die -- even though the estimated three-year tax gain is only $ 60 million 
0.0,False,die,debate,"Should he die soon , the debate would be further sidetracked "
0.0,False,die,President,"If just one of the three old liberals were to die or retire , President Bush could finish what President Reagan started "
0.5,True,die,death,"They do n't want to die , they say , but death does n't scare them "
0.0,False,die,temperate,"Occurring as plants die back in the temperate zones of the Northern Hemisphere , the holiday is a `` thin time , '' when the living draw closest to the dead "
0.0,False,die,impact,The growing worry now is that the scandal 's refusal to die could have a direct impact on the market either in the form of tougher trading and registry rules from the Ministry of Finance or in tougher capital gains taxation 
0.0,False,die,heir,"It 's very rare for someone to die without any heirs at all , '' said Debbi Zummoff , legal counsel for Keane Tracers Inc . , another shareholder-search firm "
1.0,False,die,year,"About 135 , 000 U.S. women will develop breast cancer this year and 42 , 000 will die this year "
0.0,False,die,FAA,"My fear is that , after all these investigations , things will die down and the FAA will go back to business as usual , '' says John Thornton , national coordinator for the National Air Traffic Controllers Association , the union that represents controllers "
0.0,False,die,battle,"The deity is Col. Lee Kuang-chien , the most senior KMT officer to die in the 1949 battle "
0.0,False,die,day,"The House approved legislation that would require foreigners to disclose significant U.S. investments , but the measure is almost certain to die in the waning days of Congress "
0.0,False,die,hospital,"As such , the study 's release -- it was published over the weekend in the current issue of Annals of Internal Medicine -- is expected to intensify sharply the debate over whether the federal and state governments should make public reports identifying the percentage of patients who die at hospitals "
0.0,False,die,diabetes,"Each year in America , 30 , 000 people will die prematurely from diabetes itself "
0.0,False,besiege,Black,"In 1347 , Mongols besieging the Black Sea port of Caffa began to sicken and die from the plague "
0.0,False,die,plague,"In 1347 , Mongols besieging the Black Sea port of Caffa began to sicken and die from the plague "
0.0,False,die,case,"Victims of it either recover rapidly or die , in which case the chemicals quickly break down , he explains "
0.0,False,die,form,"Men who smoke heavily are nearly twice as likely as nonsmokers to die from a common form of leukemia , concludes a report by the University of Edinburgh "
0.0,False,die,leukemia,"Dr. Kinlen found veterans who had smoked more than 21 cigarettes a day were the most likely to die from myeloid leukemia , the most common form of the disease in middle-aged people "
0.0,False,die,leukemia,"And men using fewer than 10 cigarettes daily were 31 % more likely to die from leukemia than nonsmokers , according to the report "
0.0,False,die,captain,"He will take up my gun when I die , '' the captain says "
0.0,False,die,form,University of Edinburgh report found that men who smoke heavily are nearly twice as likely as nonsmokers to die from a common form of leukemia 
0.0,False,die,hype,"The speculation refuses to die -- or the hype artists wo n't let it -- and these days , many analysts are still recommending that holders cling to their shares despite a run that has taken the stock up more than 35 % this year to yesterday 's close of 66 1 2 , down 5 8 "
0.0,False,die,water,"Man can live without food for two to three months , but he would die without water for two to three days , '' said Ahmed Adel Orabi , deputy director of the regional U.N. Environmental Program , which is based in Bahrain , a Gulf island "
0.0,False,die,mishap,"But thanks to glasnost , people here know that about a dozen people die from mishaps in the factory every year "
0.0,False,die,day,"Thousands suffer and die every day from diseases which are preventable , curable or self-inflicted and millions have no ready access to health care of any kind , '' the declaration said "
0.0,False,die,aide,"After that , the bill could just die , aides say "
0.0,False,die,Germany,"Now , though habits die hard in Germany , the halcyon days of Sperrfrist appear numbered "
0.0,False,die,mob,"Quiet pressure from top businessmen combined with British and German threats of more sanctions to convince Pretoria to soften legislation that would cut off overseas funding of opposition groups , and to indefinitely postpone the hanging of the Sharpeville Six , a group of blacks sentenced to die for the mob killing of a black town councillor "
0.0,False,die,downturn,"Admittedly , some may stagger along only to die in the next downturn or with a reversal in currency values "
0.0,False,die,world,"Whenever characters are asked to deliver a Significant Thought -LRB- not infrequently on the level of `` there are many ways to die '' or `` the world turns '' -RRB- , the singing stops and declamation starts "
0.0,False,die,result,Boxers have been known to die as a result of blows expertly inflicted during a fight 
0.0,False,die,staffer,"There was too much vested interest in getting the bill enacted to allow it to die , '' said a senior Democratic staffer in the Senate "
0.5,True,die,death,"This means not only that no anti-missile defenses will be deployed , but that the research program he created will die the slow death of congressional strangulation , as did the ABM programs of the 1970s "
0.0,False,die,lung,It 's not as though the prodnoses care whether people die of lung cancer 
0.0,False,die,LifeStyles,"Mr. Della Femina became a fixture on TV news reports about acquired immune deficiency syndrome , for example , after his agency created the line , `` I enjoy sex , but I 'm not ready to die for it , '' for LifeStyles condoms "
0.0,False,die,turn,"Cardiac-bypass queues grow and patients die before their turn ; hip replacements and cataract operations join a growing list of corrections that are triaged , ostensibly because more serious operations must be performed , but in reality because the resources are being used to continue first-dollar insurance coverage for sniffles and splinters -- and for asphalt laying in the constituencies of members of the government "
0.0,False,die,inaction,"The Senate Labor Committee has n't yet considered minimumwage legislation and , with only a few months left in the current congressional session , the bill could die from inaction "
0.0,False,die,attempt,Others continue to die in unsuccessful attempts to escape the East 
0.0,False,escape,East,Others continue to die in unsuccessful attempts to escape the East 
0.0,False,die,sale,Packaged-goods brand managers live or die by monthly sales reports showing the impact of coupons and other short-term promotions 
0.8974358974358975,False,kill,people,"Even the Chernobyl fiasco , brought about by an incredibly unsafe Soviet design , killed only 31 people , far fewer than will die this year in the U.S. from coal-industry accidents "
1.0,False,die,year,"Even the Chernobyl fiasco , brought about by an incredibly unsafe Soviet design , killed only 31 people , far fewer than will die this year in the U.S. from coal-industry accidents "
1.0,True,dissolve,agreement,Puma spokesman Uto Duethorn said Mr. Becker and Puma mutually agreed to dissolve the agreement this month 
1.0,True,dissolve,side,"So , as the team investigating the disaster homed in on two top generals , on May 27 President Zia dissolved the civilian side of the government , alleging the civilians were corrupt and that Pakistan needed more religion "
0.0,False,dissolve,Moscow,The Ukrainian Autocephalous Orthodox Church was formally dissolved by Moscow in January 1930 
0.0,False,dissolve,suspicion,"This relationship will be characterized by caution and hard-nosed realism about mutual interests , say Soviet and Chinese officials , rather than by the euphoria and stifling closeness of the past that dissolved into suspicion and then bitter border clashes in the l960s "
0.5,True,dissolve,injunction,"The lower court had enjoined the effect of its decision , pending the appeal , but the appeals court dissolved the injunction "
0.0,False,dissolve,Thatcher,"Many doubt those ties will ever dissolve , and wonder how lasting the Thatcher Revolution will prove "
0.0,False,pour,Chamberlain,"But in the intervening years , so much criticism has been poured upon Chamberlain 's failed policies that they have dissolved into caricature "
0.0,False,dissolve,caricature,"But in the intervening years , so much criticism has been poured upon Chamberlain 's failed policies that they have dissolved into caricature "
0.0,False,dissolve,Waterloo,The Grand Armee was dissolved after Waterloo 
0.6666666666666666,False,dissolve,group,"Afterward , Enrique `` Quique '' Galarza , Cojunto 's lively , goateed , 40-ish lead singer , explained that he and his colleagues recently dissolved a pre-existing group and started Cojunto , so they do n't have any home turf dates either "
0.625,False,dissolve,assembly,This was one of the lesser-known reasons why President Zia abruptly dismissed the whole cabinet and dissolved the national assembly on May 29 
0.0,False,dissolve,U.S.,"The appeals court 's decision affirmed sanctions of $ 50 , 000 against Ray L. LeFlore and $ 50 , 000 against his former law firm , Pavelic & LeFlore , which was dissolved in 1986 after U.S. District Judge Robert W. Sweet imposed the sanctions "
0.8,False,dissolve,corporation,"Cannons Engineering , a closely held concern that was convicted several years ago for criminally falsifying incinerator reports it filed with the state of Massachusetts , was dissolved as a corporation , EPA officials said , but has been technically `` revived '' for purposes of litigation "
0.0,False,dissolve,tenet,We can also see dissolving a central tenet of those who 've long argued that the large budget and trade deficits of the Reagan years have left the U.S. economy tottering on the edge of ruin 
0.0,False,dissolve,Parliament,"Four years later he dissolved Parliament , which 13 years after that stripped him of power "
0.8,False,dissolve,company,"The Suez group has said it will dissolve the Belgian company 's current 23-member board and create a two-tier management , with a chief executive running day-to-day operations and a management committee that defines strategy "
0.0,False,dissolve,melee,"An initially orderly crowd dissolves into a melee of people swapping pins , Frisbees , and bubble gum "
0.0,False,dissolve,Bophuthatswana,"The paved highway abruptly turns into a dirt road , and South Africa , without warning , dissolves into Bophuthatswana "
1.0,True,dissolve,government,"Pakistan 's main opposition parties said they would n't participate in an election controlled by President Zia , who dissolved the government and dismissed the prime minister over the weekend "
0.0,False,dissolve,exterior,"The lighting is cool throughout ; the sets are wispily painted scenes of trees and a castle , which dissolve easily from exteriors to interiors "
0.0,False,dissolve,trademark,"Last week after months of litigation , the company was dissolved , and the trademark was sold for $ 8 million to a Stamford , Conn . , investment firm "
0.0,False,dissolve,trademark,"Last week after months of litigation , the company was officially dissolved , and the trademark was sold for $ 8 million to a Stamford , Conn . , investment firm "
0.625,False,dissolve,parliament,Mitterrand dissolved parliament Saturday 
0.0,False,dissolve,beauty,"Most American cities show to their best advantage when seen from a height or a distance , at a point where the ugliness of the buildings dissolves into the beauty of an abstraction "
1.0,False,dissolve,order,Mr. Donovan was fired and the OSS dissolved by presidential order well before the Nuremberg trials came under way 
0.0,False,dissolve,business,One result: Mr. Bushkin 's law firm here plans to dissolve ; much of its business was Carson-related 
0.0,False,dissolve,problem,"Jamie Securities Inc . , once one of Wall Street 's most powerful arbitrage firms , is dissolving because of the continuing legal problems of John A. Mulheren Jr . , its managing partner arrested for allegedly threatening to kill insider trader Ivan F. Boesky "
0.0,False,kill,insider,"Jamie Securities Inc . , once one of Wall Street 's most powerful arbitrage firms , is dissolving because of the continuing legal problems of John A. Mulheren Jr . , its managing partner arrested for allegedly threatening to kill insider trader Ivan F. Boesky "
0.6666666666666666,True,dissolve,partnership,"Manhattan ordered White & Case to provide an accounting of the firm 's assets as of June 30 , the day lawyers in the firm voted to dissolve their partnership and re-form without longtime partner Evan R. Dawson "
1.0,False,dissolve,blood,"In theory , the new technique should dissolve blood clots with less risk of bleeding occurring in other parts of the body , as can happen with current clot dissolvers "
1.0,False,dissolve,water,"When dissolved in water , the protein acts as a catalyst to aid the freezing process by increasing the effective freezing point of water by 8 degrees to 10 degrees Fahrenheit "
1.0,False,dissolve,blood,"And while TPA early showed itself far superior to streptokinase in dissolving deadly blood clots , that advantage has n't been transferred to the medical bottom line: better survival rates for patients "
0.0,False,dissolve,gallstone,"But some physicians questioned the effectiveness of the drug , designed to dissolve gallstones , and how widely it might be used "
0.0,False,dissolve,gallstone,"The Medical Letter , a respected nonprofit publication that evaluates the effectiveness of drugs for doctors , concluded that Actigall can dissolve gallstones in only about half of patients "
0.0,False,dissolve,challenge,"That agreement was dissolved after a regulatory challenge , but Seagram ultimately won Martell with an offer valuing the company at 5.25 billion French francs -LRB- $ 820.6 million -RRB- "
1.0,True,dissolve,agency,Haiti dissolved an agency that administered major development projects 
1.0,False,dissolve,drug,"The large study , involving 17 , 187 patients treated at 417 hospitals in North America , Europe and Australia , provided the strongest evidence yet that the emergency use of a clot dissolving drug can save lives , said researchers involved in the clinical trial "
0.0,False,dissolve,clot,"Although some research indicates that Activase can dissolve clots faster than streptokinase , there is n't any published research showing that the Genentech product can increase survival but such research may be available soon "
0.0,False,dissolve,hour,"The potentially fatal clots dissolved within two hours among 82 % of patients given Genentech 's Activase brand of TPA , compared with 48 % who used Abbokinase , Abbott Laboratories 's brand of urokinase "
1.0,True,dissolve,facility,"The remaining members have agreed to dissolve the facility , though they say they may form a new , smaller claims agency "
0.0,False,dissolve,SunCor,"The partnership was dissolved so that SunCor `` could directly and completely control the development '' of nearly 2 , 000 acres of property the partnership had purchased "
0.625,False,dissolve,parliament,"If not , Mr. Mitterrand would dissolve parliament and call new elections "
0.0,False,dissolve,gallstone,"The solvent failed to dissolve non-cholesterol gallstones in two patients , however "
0.5,True,dissolve,injunction,The announcement Friday follows a court ruling earlier last week dissolving a preliminary injunction that had prevented the IRS from taking such action 
0.6666666666666666,True,dissolve,marriage,Mr. Stambaugh then moved to Florida and filed for divorce there ; a Florida circuit court dissolved the marriage but left the financial settlement to be determined elsewhere because the couple 's principal assets were Pennsylvania real estate 
0.0,False,dissolve,Braniff,Braniff and Pan Am was dissolved after Braniff failed to get sufficient cost concessions from Pan Am unions 
1.0,False,dissolve,blood,"Eminase is given as a single injection over four to five minutes , but appears to dissolve blood clots effectively for several hours "
0.8,False,dissolve,firm,"JAMIE SECURITIES Inc. is dissolving , firm officials have said , but the company has n't formally announced the move "
0.0,False,dissolve,law,"In general , though , as long as the spouse who filed for divorce is a bona fide resident of the state that grants the divorce , the state `` where the marriage is dissolved is where the law -LRB- on financial settlement -RRB- applies , '' says Ms. Gold-Bikin "
0.625,False,dissolve,parliament,But Mr. Mitterrand has said he would n't dissolve parliament and call new elections unless it voted down his government 
1.0,False,dissolve,blood,Previously reported experiments show that the drugs quickly dissolve the blood clot that initially blocked one of the heart 's vital coronary arteries causing the heart attack 
0.0,False,dissolve,stomach,Aspirin tablets take up to 20 minutes to dissolve in your stomach 
1.0,False,dissolve,blood,"Eminase is given as a single injection over four to five minutes , but appears to dissolve blood clots effectively for several hours "
1.0,True,dissolve,agreement,"If Mr. Icahn is successful in dissolving that agreement , he could seek Pennzoil 's support for his plan , which , like Texaco 's plan , includes a $ 3 billion settlement "
0.0,False,dissolve,weekend,"The Doles said they had n't known about the gain because it was in a blind trust , dissolved over the weekend , that was set up by Mrs. Dole in 1985 when she was secretary of transportation "
0.8,False,dissolve,company,"Carl C. Icahn , Texaco Inc. 's major shareholder , sued to dissolve the company 's agreement with Pennzoil Co. that bars Pennzoil from supporting his reorganization plan for Texaco "
1.0,False,dissolve,blood,This is in part because TPA and similar drugs dissolve only the blood clot and not the underlying fatty plaque 
0.0,False,dissolve,pill,"There , attorneys representing a shareholders ' class action will seek an order either dissolving the pill or forcing Pillsbury to the negotiating table with Grand Met "
0.0,False,dissolve,part,"Jordan 's parliament was dissolved as part of a severing of ties with the West Bank , so there is n't a forum for dissent "
0.0,False,destroy,blood,"Once activated , plasminogen triggers a chemical chain reaction that destroys fibrin and thus dissolves the blood clot "
1.0,False,dissolve,blood,"Once activated , plasminogen triggers a chemical chain reaction that destroys fibrin and thus dissolves the blood clot "
0.0,False,dissolve,clot,"In the test tube , these engineered proteins `` showed increased potency and selectivity in thrombolysis {dissolving clots} in comparison to natural plasminogen activators , '' the scientist said "
1.0,False,dissolve,order,"But seven states since have dissolved the orders or let them lapse , according to Allen Finkelson , a New York lawyer representing Grand Met "
1.0,True,dissolve,year,"Latest net income included a $ 46 million after-tax accounting reserve for certain real estate acquired in 1986 by SunCor Development Partners , a partnership of the company 's that was dissolved earlier this year ; and a $ 9 million after-tax adjustment of Malapai Resources Co. uranium inventory balances "
0.0,False,dissolve,Holley,"In the past two years , more than 60 midsize firms -- more than 10 % of the total nationwide -- have either dissolved or merged , says Holley Moyer of the legal-consulting firm Hildebrandt Inc. Though midsize firms make up 10 % of all law firms , they accounted for 25 % of the field 's mergers and closings in the past two years "
0.0,False,dissolve,May,"The National Assembly was dissolved in May by Gen. Zia , ostensibly for corruption "
0.6666666666666666,False,dissolve,group,The sensitivity of the Jewish vote is illustrated by the fact that the Bush campaign dissolved an early advisory group on the Middle East in part because it was seen as too pro-Arab 
0.0,False,dissolve,court,"Last week , a federal appeals court cleared the way for the bidding to begin when it dissolved a lower court injunction halting the sale "
1.0,False,dissolve,blood,"Because a major study , announced in March 1985 , indicated that TPA significantly outperformed its predecessor in dissolving deadly blood clots , top management adopted the view that it would be `` unethical '' not to use the drug to treat heart attacks "
0.0,False,kill,bacteria,Some companies had also counted on being able to come up with anti-plaque toothpastes that actually kill the bacteria instead of simply dissolving it or scrubbing it away 
1.0,False,dissolve,blood,"Under the contract , Collaborative supplies prourokinase , an experimental drug to dissolve blood clots that cause heart attacks , to Sandoz "
0.8,False,dissolve,firm,"White & Case 's partnership agreement apparently contained no provision for dumping an unwanted partner except by having the other partners vote to dissolve the firm and then re-establish it , minus one member "
0.0,False,dissolve,gallstone,"Although Actigall does away with the side effects associated with Chenix , such as diarrhea , both drugs fail to dissolve gallstones completely in many patients , according to some health-care experts "
1.0,False,dissolve,fragment,Actigall could be used to dissolve the fragments that remain from that procedure 
0.0,False,dissolve,heart,"These devices complement new drugs that rapidly dissolve heart attack-inducing blood clots , as well as older technologies , such as pacemakers "
0.0,False,dissolve,problem,Whereupon a strong shot of a toilet-bowl deodorizer called `` Shut '' swiftly dissolves the problem 
1.0,False,dissolve,milk,"Consumers were n't particularly fond of its taste , and it did n't dissolve easily in cold milk "
0.0,False,dissolve,mid-November,"The big chemical maker said that it would continue to supply the drug , which is extremely expensive to make , and that it would financially support studies already in progress , but that it would n't back any further studies after the venture is officially dissolved in mid-November "
0.0,False,dissolve,Ampligen,Du Pont 's decision to dissolve its Ampligen venture may well have been sealed following a meeting it called in early August in which the test results were presented to a group of AIDS research experts 
0.5,True,dissolve,injunction,"Justice John Paul Stevens and Chief Justice William Rehnquist , in separate moves , refused requests by Mr. Conn to stay the Indiana Supreme Court 's order dissolving the injunction against his wife "
0.0,False,dissolve,pact,Du Pont said it dissolved that pact 
0.0,False,dissolve,National,"President Zia dissolved the National Assembly and dismissed Prime Minister Mohammed Khan Junejo May 29 , citing a breakdown of law and order and the slow pace of Islamic reforms "
0.8,False,dissolve,company,"In a legal announcement to appear in Belgian newspapers , Generale de Belgique will outline its plans to dissolve the company 's 19th-century structure and create a board of directors and other management organs similar to those commonly used by European companies "
1.0,False,dissolve,agent,The newest report is the latest in a slew of recent research that has made it increasingly difficult to compare the clot dissolving agents 
1.0,False,dissolve,water,"Technical difficulties have caused some to leak , while others do n't dissolve fully in water "
1.0,False,dissolve,water,"In addition , Colgate concedes that Fab 1 Shot has `` minor '' problems dissolving in cold water "
1.0,False,dissolve,drug,"SmithKline Beckman Corp. said it canceled separate agreements to jointly develop TPA , a blood-clot dissolving drug to treat heart attacks , with Damon Biotech Inc. and Biogen Inc "
1.0,False,dissolve,blood,"SmithKline , based in Philadelphia , said it plans to refocus its research related to TPA -- or tissue plasminogen activator -- on `` second generation '' products that are designed to dissolve blood clots involved in heart attacks and other vascular problems "
0.0,False,dissolve,gold,"The cyanide dissolves , or leaches out the gold , and the water is collected at the bottom of the heap for treatment to remove its precious cargo "
0.625,False,dissolve,parliament,"It was he who dissolved parliament , despite a campaign promise to try first to govern with the old , conservative-dominated legislature "
0.0,False,dissolve,part,But neither cholesterol nor dietary fat can dissolve in the watery part of the blood 
1.0,False,dissolve,blood,"It is quite possible , scientists speculate , that during attempts to repair the artery wall , the body at some point tries to dissolve a blood clot "
0.6666666666666666,True,dissolve,partnership,"As the Speaker disclosed last year in dissolving the partnership and confirms in the amendments , dealing in uncut gemstones was not a mere sideline of the partnership "
0.625,False,dissolve,parliament,"The president , buoyed by his victory and favorable opinion polls , dissolved parliament to seek an outright majority for his party "
0.0,False,dissolve,wage,One source close to the transaction said that the Pritzkers began to lose interest in the airline after its proposal to acquire Pan Am Corp. 's Pan American World Airways unit dissolved when wage concessions could n't be reached with the labor unions 
0.0,False,dissolve,stability,"For example , the investigation found that certain tablets would n't dissolve and had `` stability '' problems "
0.0,False,dissolve,clot,"That will be the first direct comparison of the two drugs since 1985 , when TPA first was shown to dissolve clots better than streptokinase -- a fact , Mrs. Clayton wistfully noted , some investors seem to have forgotten "
0.0,False,dissolve,National,"President Zia dissolved the National Assembly , fired the premier and dismissed the cabinet "
1.0,False,dissolve,blood,"The British company 's medicine is among a generation of new drugs , including Genentech Inc. 's Activase , that quickly dissolve blood clots blocking arteries to the heart "
0.625,False,dissolve,parliament,"Mr. Mitterrand dissolved parliament Saturday night and called the new vote , for 577 deputies , in two rounds on June 5 and June 12 "
0.0,False,dissolve,National,"Now , however , it appears increasingly likely that Mr. Mitterrand will dissolve the National Assembly and call a new election "
0.0,False,dissolve,National,"But political analysts said that by naming a Socialist-dominated government , Mr. Mitterrand was clearly trying to provoke a negative reaction from the right to dissolve the National Assembly quickly "
1.0,False,dissolve,order,Electrolux got the case transferred to federal court in Nashville but could n't persuade Judge Thomas A. Wiseman Jr. to dissolve the order 
0.625,False,dissolve,parliament,"If Mr. Chirac and his allies voted down this government , Mr. Mitterrand said , he would dissolve parliament and call new parliamentary elections , hoping to win a working majority of Socialist and centrist deputies "
0.0,False,dissolve,surgery,Gallstones in seven patients were rapidly dissolved without major surgery by a University of Connecticut researcher 
0.0,False,dissolve,solvent,"The gallstones were dissolved by a solvent flushed through the gallbladder at high speed by a new computer-controlled pump , the university 's health center in Farmington announced "
0.0,False,dissolve,gallstone,"The solvent , methyl tert-butyl ether , has been known for some time to dissolve gallstones but has n't been widely used because it had to be pumped into the gallbladder by a hand syringe for several hours while the patient was under general anesthesia "
0.0,False,pump,gallbladder,"The solvent , methyl tert-butyl ether , has been known for some time to dissolve gallstones but has n't been widely used because it had to be pumped into the gallbladder by a hand syringe for several hours while the patient was under general anesthesia "
0.0,False,dissolve,gallstone,"The new technique can dissolve gallstones in anywhere from a few minutes to six hours depending on the number and size of the stones , the university said "
0.6666666666666666,False,dissolve,unit,"However , the venture was dissolved in 1986 after a unit of PSO was forced to file for protection from its creditors under Chapter 11 of the federal bankruptcy laws after its executives failed to make successful motion pictures "
0.0,False,dissolve,kidney,"The devices , whose development a few years ago was hailed as a revolution in medical care , enable doctors to dissolve kidney stones with shock waves "
0.0,False,dissolve,National,"He closed newspapers , organized his own secret police and announced that he was dissolving the National Assembly "
1.0,True,dissolve,week,"But the alliance already looked close to dissolving last week , when the Federal Cartel Office declared that Mr. Kirch was `` a good piece away '' from controlling 26 % of Springer 's shares "
0.0,False,dissolve,coal,"The company is interested in expanding coal production west of the Mississippi , Mr. Smith said , but it has dissolved its eastern coal exploration group "
0.8,False,dissolve,firm,Lawyers voted to dissolve the firm by April 30 after it became apparent that a merger with a smaller more aggressive law firm had failed 
1.0,True,drag,performance,"GM 's sales were apparently dragged down by a lackluster performance at its Chevrolet division , which saw sales drop 6 % "
0.7142857142857143,True,drag,index,"Tokyo rally concentrated in railways and banks helped indexes trim their losses , but electrical stocks , which fell sharply early in the afternoon session and dragged the indexes with them , failed to recover "
0.9333333333333332,True,drag,foot,"But even though the leaders of the Communist Party have accepted much of Solidarity 's platform , they are dragging their feet "
0.0,False,drag,day,Everybody stands up at the session to make sure the meeting does n't drag on and interrupt the day 's routine 
0.0,False,drag,platinum,"As a result , gold and silver were dragged down more by platinum than by crude oil , '' he said "
1.0,True,drag,essay,"Every four years we can count on a presidential election , the Olympics , and Mr. Schlesinger dragging out his tired old essay on why he does n't like the electoral college "
1.0,True,drag,growth,"That in turn will help drag down growth next year , it adds "
